ろう	郎	Guy	kanji	ろう:on
きゅう	給	Salary	kanji	きゅう:on, たま:kun
ぎゃく	逆	Reverse	kanji	ぎゃく:on, さか:kun
きょ	巨	Giant	kanji	きょ:on
こ	庫	Storage	kanji	こ:on, くら:kun
じ	児	Child	kanji	じ:on, こ:kun
れい	冷	Cool	kanji	れい:on, つめ:kun, ひ:kun, さ:kun
とう	凍	Frozen	kanji	とう:on, こお:kun, こご:kun
よう	幼	Infancy	kanji	よう:on, おさな:kun
ち	稚	Immature	kanji	ち:on
しょ	処	Deal With	kanji	しょ:on, ところ:kun
はく	博	Exhibition	kanji	はく:on, ばく:on
せい	清	Pure	kanji	せい:on, しょう:on, しん:on, きよ:kun, し:nan
けつ	潔	Pure	kanji	けつ:on, いさぎよ:kun
ろく	録	Record	kanji	ろく:on
たい	隊	Squad	kanji	たい:on
しゅう	修	Discipline	kanji	しゅう:on, おさ:kun
けん	券	Ticket	kanji	けん:on
ふ	婦	Wife	kanji	ふ:on
き	奇	Odd	kanji	き:on
みょう	妙	Strange	kanji	みょう:on, たえ:kun
れい	麗	Lovely	kanji	れい:on, うるわ:kun
び	微	Delicate	kanji	び:on, かす:kun
えき	益	Benefit	kanji	えき:on
い	移	Shift	kanji	い:on, うつ:kun
てい	程	Extent	kanji	てい:on, ほど:kun
せい	精	Spirit	kanji	せい:on
ぜつ	絶	Extinction	kanji	ぜつ:on, た:kun
へい	並	Line Up	kanji	へい:on, なら:kun, なみ:kun
けん	憲	Constitution	kanji	けん:on
しゅう	衆	Populace	kanji	しゅう:on
かさ	傘	Umbrella	kanji	かさ:kun, さん:on
はま	浜	Beach	kanji	はま:kun, ひん:on
げき	撃	Attack	kanji	げき:on, う:kun
こう	攻	Aggression	kanji	こう:on, せ:kun
き	綺	Beautiful	kanji	き:on
かん	監	Oversee	kanji	かん:on
はい	杯	Cup Of Liquid	kanji	はい:on
かん	乾	Dry	kanji	かん:on, かわ:kun, ほ:kun
さい	催	Sponsor	kanji	さい:on, もよお:kun
そく	促	Urge	kanji	そく:on, うなが:kun
おう	欧	Europe	kanji	おう:on
え	江	Inlet	kanji	え:kun, こう:on
せい	請	Request	kanji	せい:on, しん:on, しょう:on, う:kun, こ:kun
ゆう	雄	Male	kanji	ゆう:on, おす:kun
かん	韓	Korea	kanji	かん:on
かい	壊	Break	kanji	かい:on, こわ:kun
しん	診	Diagnose	kanji	しん:on, み:kun
かく	閣	The Cabinet	kanji	かく:on
りょう	僚	Colleague	kanji	りょう:on
せき	積	Accumulate	kanji	せき:on, つ:kun
とく	督	Coach	kanji	とく:on
しん	臣	Servant	kanji	しん:on, じん:on
りゃく	略	Abbreviation	kanji	りゃく:on
こう	航	Navigation	kanji	こう:on, わたる:nan
き	寄	Approach	kanji	き:on, よ:kun
はん	板	Board	kanji	はん:on, ばん:on, いた:kun
がい	街	Street	kanji	がい:on, かい:on, まち:kun
しゅう	宗	Religion	kanji	しゅう:on
きん	緊	Tense	kanji	きん:on
むすめ	娘	Daughter	kanji	むすめ:kun
えん	宴	Banquet	kanji	えん:on, うたげ:kun
ふ	怖	Scary	kanji	ふ:on, こわ:kun
きょう	恐	Fear	kanji	きょう:on, おそ:kun, こわ:kun
てん	添	Append	kanji	てん:on, そ:kun
もう	猛	Fierce	kanji	もう:on
れつ	烈	Violent	kanji	れつ:on, はげ:kun
さく	索	Search	kanji	さく:on
つ	詰	Stuffed	kanji	つ:kun, きつ:on, きち:on, づ:kun
み	魅	Alluring	kanji	み:on
かわ	渇	Thirst	kanji	かわ:kun, かつ:on
けい	系	Lineage	kanji	けい:on
こん	婚	Marriage	kanji	こん:on
ゆう	遊	Play	kanji	ゆう:on, あそ:kun
き	旗	Flag	kanji	き:on, はた:kun
しょう	照	Illuminate	kanji	しょう:on, て:kun
かい	快	Pleasant	kanji	かい:on, こころよ:kun
はん	版	Edition	kanji	はん:on
びん	貧	Poor	kanji	びん:on, ひん:on, まず:kun
ぼう	乏	Scarce	kanji	ぼう:on, とぼ:kun
てき	適	Suitable	kanji	てき:on
よ	預	Deposit	kanji	よ:on, あず:kun
えん	延	Prolong	kanji	えん:on, のば:kun, の:kun
よく	翌	The Following	kanji	よく:on
らん	覧	Look At	kanji	らん:on
なつ	懐	Nostalgia	kanji	なつ:kun, かい:on
お	押	Push	kanji	お:kun, おう:on
こう	更	Again	kanji	こう:on, さら:kun, ふ:kun
まくら	枕	Pillow	kanji	まくら:kun, しん:on
う	浮	Float	kanji	う:kun, うわ:kun, ふ:on
ろう	漏	Leak	kanji	ろう:on, も:kun
ふ	符	Token	kanji	ふ:on
こう	購	Subscription	kanji	こう:on
えつ	越	Go Beyond	kanji	えつ:on, こ:kun
しょく	飾	Decorate	kanji	しょく:on, かざ:kun
そう	騒	Boisterous	kanji	そう:on, さわ:kun
はい	背	Back	kanji	はい:on, せ:kun, そむ:kun
さつ	撮	Photograph	kanji	さつ:on, と:kun
とう	盗	Steal	kanji	とう:on, ぬす:kun
にお	匂	Scent	kanji	にお:kun
ぬ	濡	Wet	kanji	ぬ:kun
